utm_easting,utm_northing,elevation
412323.31729012146,6232891.164389975,-31.271114411764703
416420.34293873527,6247653.526752894,-28.2227135
418325.19885845674,6241014.382611095,-29.096846357142855
419582.4777721448,6248868.210856594,-27.875178941176472
413813.3740404222,6247241.687378126,-28.955269272727275
423869.2960317541,6242303.302564442,-26.054706642857145
424911.267432974,6234767.713535217,-24.953333666666666
410982.2000098175,6242815.55863638,-30.755398733333333
412961.7005887262,6248556.530597535,-28.84223875
415570.6128579031,6234816.6010650555,-30.428725555555552
410848.659069119,6241298.752177202,-31.151137076923078
418388.8975983747,6248170.284135333,-27.89623764285714
422208.13507611013,6243343.912638813,-26.64454607142857
423330.9714727175,6253705.313464924,-28.788202153846154
416552.76648117736,6252064.768723181,-26.687055294117645
421543.8536530987,6247913.439492312,-27.7719625
414886.72154740547,6236031.620933422,-30.88142905263158
423239.2791976607,6234660.776315411,-25.900714571428573
411768.15432889166,6234997.3951328425,-31.7263156875
408787.2567114588,6242214.468919907,-31.4258758125
413125.61017397384,6240761.039831742,-30.721612
425310.777598031,6233215.248452848,-24.525142615384613
424417.24226812116,6262709.437442357,-26.39367476470588
421749.89655650366,6250005.2820582045,-28.119491
411038.6785966182,6233878.665219186,-31.90248264285714
415537.00004522817,6247825.622739709,-28.3802504
422078.8197239293,6233346.336341141,-26.36888422222222
422576.8414824525,6259474.147450929,-26.040286
417161.56072722375,6247074.612579448,-28.144703466666666
419920.30841554265,6238444.943693802,-28.721174352941176
420047.9253618267,6236633.713629532,-28.411549157894736
416859.3800774814,6232661.304973675,-29.243164
415118.05928978475,6241033.113245113,-30.119947230769235
407738.0059374453,6239227.401161367,-32.36870853333333
418025.6863913002,6243946.83002295,-28.32692676923077
409401.4566331601,6236612.665531412,-32.4201276875
415542.3965693561,6238354.323082476,-30.7359284
420595.99652366457,6233869.733346447,-27.433958583333332
423088.645010443,6261319.169512733,-26.261799846153846
417765.99481771543,6241704.956427339,-29.094463066666666
421625.0979040641,6237279.504257977,-27.351272733333335
410836.22210380604,6236294.913029994,-32.02060741666667
414903.2867107748,6237032.3203761,-30.95090684210526
422791.7534659132,6250639.339627867,-28.269941928571427
401854.7404099544,6232514.098315576,-32.27369228571428
424925.0692454401,6254104.991488542,-29.06949388235294
425077.0585077997,6249474.110760987,-27.31308809090909
414041.91610412847,6234579.265905639,-30.924327857142856
420548.89122886,6241865.040301689,-27.844895076923077
404677.74094971514,6237949.349443795,-33.24082526666667
409189.8324717769,6232661.415523496,-32.48405945454545
402955.72926714516,6236283.23693118,-33.15141283333333
423871.0223404773,6243686.599658867,-26.0128925
415633.2415726232,6250213.275236381,-27.6180735
421374.21912005666,6255881.623475475,-26.627368647058827
423612.65382540674,6259134.477056115,-26.229688499999998
408511.7013518605,6240263.232958005,-31.9467505625
414666.8951732468,6244590.179456793,-29.323866642857144
409515.73486260074,6235153.275180893,-32.46594792857143
418799.10909997486,6238818.446317739,-29.537750428571428
421005.44910895784,6242811.064932223,-27.346132454545454
406197.66658873606,6233162.121027385,-33.5044275
421926.50581804017,6241286.479812052,-27.21868753333333
418169.41186517896,6236974.954239759,-30.088816428571427
412220.13446787593,6242635.2184467595,-30.48760976923077
424224.7226078424,6241237.2439632965,-25.9541506
413409.09350426233,6235092.9840981,-31.205584117647057
424888.694159763,6246056.078656287,-26.200044411764708
422580.66368524806,6241811.656264104,-26.77976478947368
425640.7623816376,6238243.564159778,-25.02542888888889
423924.10321392986,6254361.590140071,-28.887078176470588
414375.3833605716,6238171.423973261,-31.013426555555554
425263.66620463855,6255084.744768965,-28.3565369375
417600.63047157536,6243013.322091815,-28.763621875
403045.3185955805,6234019.537995865,-33.004132473684216
406364.2122576575,6241580.84011101,-32.15668458333334
418731.43790045986,6246970.86259394,-27.870589625
415527.5021971797,6252390.471570619,-26.25914815384615
422876.1534456488,6239342.824779702,-26.71337272222222
411117.09089174675,6243602.490211995,-30.532643928571428
416800.9910144971,6234085.019377041,-29.714389333333333
421623.1416028188,6253222.4637802625,-27.9646274375
420434.85418139485,6248486.406710728,-27.884084923076923
418018.76226378995,6232488.137543853,-28.6320374
421429.8644404478,6239572.6457199855,-27.646512
415879.21607239905,6248638.38751203,-28.1501998
421202.7180322173,6257187.787756016,-25.8793844375
415593.61710046453,6244407.121217679,-29.078628600000002
412685.5844613064,6233093.946882458,-31.158417625
421937.5238857042,6254150.646946662,-27.846470214285713
425103.6160002156,6247687.901681921,-26.66979153846154
424792.80835614,6236364.3263320355,-25.246599625
414682.41721167753,6246510.463336114,-28.855710615384616
412774.6048892838,6237993.726074366,-31.395295307692308
421038.23137772584,6250935.629478002,-28.043065625
407538.3600082281,6233196.725499977,-33.12742705882353
420017.5958818116,6256282.212924906,-25.604606266666668
412343.9331158365,6236114.838345844,-31.584595266666668
418878.79461239727,6241611.6164329825,-28.673425375
418680.90536372334,6252853.298351757,-26.88151157142857
407024.0691845612,6234668.348133839,-33.31269864285714
415000.96648205497,6232944.732709622,-30.1523145
421840.5103817574,6235272.207565159,-26.879038625
423599.3284877138,6247612.646382991,-27.2352185
423660.01677497494,6252552.320432327,-28.820887666666668
418627.7107222847,6235346.746063168,-29.212713833333336
423563.8066911398,6248694.210296434,-27.607925599999998
419718.53870225756,6252359.29363328,-27.4196161875
412870.3110014381,6246244.412112529,-29.447955058823528
425863.36759030924,6234838.046268387,-24.432333125
425814.24234595115,6258506.695725969,-26.519434
421653.34615263494,6258509.695846218,-25.84923117647059
413667.4502198933,6242132.803103816,-30.23061553846154
409814.9503778295,6244502.483283224,-30.6355988
412396.54131881305,6241364.132376325,-30.75564392857143
411151.8622224014,6246001.395954444,-29.945217166666666
416106.97181526147,6251262.642601026,-27.075375466666667
409747.50083840813,6239180.811168749,-31.907995538461538
419620.3716705535,6244262.7493664995,-27.648729294117647
419323.3817367136,6234185.443292745,-28.39404105
417587.50032506854,6238584.9031877965,-30.14224775
403469.6054700396,6237122.119589146,-33.25663666666667
413297.72699967405,6236561.356684273,-31.327480636363635
416454.9000214458,6239929.032188379,-30.054751200000002
408396.93264592317,6239236.385477598,-32.211447375
419462.3803076563,6242788.4348257445,-28.0431315
424033.96550199506,6234383.152935061,-25.395490866666666
416666.14398767054,6235289.333269356,-30.164366642857143
413168.63534254394,6239843.958712327,-30.9422729
405715.4957573903,6238912.799038527,-32.915275
420717.23636232637,6258131.447750587,-25.532430176470587
417276.227597564,6250207.528807589,-27.626435583333333
422179.2209440246,6246696.715002712,-27.357008846153846
414504.617419716,6239984.582667476,-30.568298181818182
419074.02605860867,6251073.055854807,-27.5934255
423759.99093830294,6261827.575534953,-26.305682823529413
401213.90550256113,6235149.980980067,-32.70069238461539
425344.6673320031,6256464.711982871,-27.430124
415783.50750553573,6234293.495245637,-30.19769284615385
410781.58464752295,6233164.702970739,-31.925674583333333
423414.71588908666,6254754.573298172,-28.358974421052633
418663.5287063397,6255597.646300986,-25.1541079375
412137.06757181516,6244186.046958548,-30.132870071428574
423513.31475440244,6237213.335245044,-26.1228733125
424491.08064266655,6244139.422974413,-25.831949599999998
413704.14743247,6248881.214431033,-28.55849082352941
421057.5868213301,6244614.877295213,-27.1483934375
408290.3011623284,6235212.565554426,-32.864925142857146
421433.3603183881,6252419.7516363105,-28.03570446153846
416953.8254781255,6248945.543296785,-27.936131384615386
417512.28752574313,6248422.262472557,-27.9557135625
406627.2921331302,6236268.222804959,-33.271649153846155
411198.54165699723,6239177.098906699,-31.572065266666666
422372.7547311753,6236881.2051300155,-26.79551641666667
409543.87124305114,6240433.526341049,-31.662644
402504.1199127603,6235688.761696444,-33.011266142857146
424220.5598413222,6259626.091241419,-26.243484249999998
409714.29672250996,6245463.8596894955,-30.432582375
419682.68471273594,6251640.720947386,-27.60160276923077
408737.29542432947,6244351.492584614,-30.93436788888889
423020.030901663,6260506.995133533,-26.142031454545453
425555.0984823934,6239366.060831999,-25.189831875
420349.2604666224,6255558.38645317,-26.2261731875
404615.42337117885,6234486.761263691,-33.83041705555556
424965.80055143783,6253501.232798206,-28.9046126
408691.6727086209,6237374.406937237,-32.52722452941176
403417.54037866875,6238147.813259923,-33.1453775
423872.4507680998,6257700.982749418,-26.72739076923077
418131.5455869813,6245293.041924087,-28.046376000000002
404387.8162905968,6235953.219586779,-33.61858566666667
419117.46152669395,6237287.66338938,-29.274716266666665
420750.1430779105,6234704.797463785,-27.515672411764708
413935.67691322044,6241421.116846517,-30.341098583333334
405682.45276434225,6235111.993224679,-33.71754778571428
425142.088024084,6241726.72778461,-25.46948376470588
409261.7446248341,6242929.198386097,-31.14335481818182
422715.5595565121,6235025.305267157,-26.2771316
418751.09210790065,6254551.23874708,-25.93617826666667
418885.7405079526,6248656.333204142,-27.863945941176468
411315.8951726314,6232384.800595925,-31.601900272727274
419553.6213685331,6256522.942023538,-25.176071705882354
424802.0650542433,6232537.304451663,-24.7198748
422818.93158599775,6258849.848391248,-26.11724094117647
405633.64080348366,6237283.566682492,-33.301939
418698.98768533784,6232591.107956778,-28.293149649999997
417762.4434704641,6246590.840593783,-28.0556326875
423064.05906038685,6244642.501852495,-26.568469
424145.12659367075,6250532.110650073,-28.086741999999997
424347.35744322796,6242464.910614012,-25.81542853846154
419099.4582353238,6249393.457100156,-27.8419999
413770.3718152592,6250278.407814361,-27.777910588235297
421183.5156328875,6233630.778866886,-26.984767466666664
421025.02519673697,6237039.535085425,-27.74170794117647
418812.47618591425,6244145.847881975,-27.97128276923077
424745.24026175996,6263262.065128898,-26.4616434
423858.0459150342,6245742.626802801,-26.556988727272724
423750.4688505434,6249931.723460008,-27.969978277777777
424817.48499186814,6261072.804453088,-26.192313066666667
413002.24869818456,6242387.2140966505,-30.34463285714286
424953.6247312139,6252605.175549923,-28.557858928571427
423249.57215427613,6241734.036852369,-26.433014266666664
412125.41075299744,6236921.219083822,-31.633020714285713
413413.08521907934,6244930.301980275,-29.608607
417935.62583163707,6233823.390574785,-29.11386515789474
418331.07779335795,6243161.12261314,-28.427036083333334
423205.408195178,6243692.115852999,-26.27843872222222
408041.9200971287,6238664.134922819,-32.4265357
405147.7056530473,6240148.319263387,-32.7510703125
415593.0944875945,6240479.491523403,-30.140674266666668
422772.1158510944,6251832.52972812,-28.4993685
425515.3782015852,6264224.850441498,-26.523869823529413
420537.44779582036,6254382.767909423,-26.971952411764704
407577.3177285269,6242027.928049165,-31.760509916666667
414500.3989367606,6236691.986715466,-31.030112538461537
419295.8473965524,6240233.791630619,-28.912993
424529.83991809096,6249688.625729901,-27.63988935714286
415018.95435596805,6245630.010611906,-28.95776875
425244.6366398444,6245032.768653198,-25.710577636363634
412214.71799502603,6247367.182921767,-29.366899266666668
425365.60435789276,6233794.114522128,-24.567924846153844
422901.73135537154,6257189.662353923,-26.660687785714288
419492.6081599547,6245034.569386257,-27.648831642857143
423333.1894914057,6246015.621033516,-26.8387656875
404643.93982964277,6233410.456814054,-33.65492417647059
418606.75240571355,6251660.47300431,-27.332138916666665
420604.17158178973,6233068.848310387,-27.238112142857144
422848.75732391025,6232777.305128912,-25.821392
417305.0389548458,6252855.040561461,-26.426687625
421173.60613441345,6240147.477483988,-27.800451823529414
417701.8752900954,6253427.194406907,-26.2151066875
414250.76839930064,6243622.146926419,-29.689490466666665
414425.70234056376,6233305.1729222275,-30.488516125
419678.27884296735,6243415.751612335,-27.7628241875
419930.43730160774,6253253.108192235,-27.184175
415797.02048669156,6246979.647928952,-28.44995625
416975.41505104187,6239640.525999208,-29.989735461538462
414642.3869324162,6248955.670301252,-28.331132153846152
